"Combination","Character","SuggestedWords","DictionaryWordCount","ReviewStatus","SourceUrl"
"ㄅㄚ","巴","","7","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A&word=%E5%B7%B4"
"ㄅㄚ","叭","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A&word=%E5%8F%AD"
"ㄅㄚ","扒","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A&word=%E6%89%92"
"ㄅㄚ","吧","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A&word=%E5%90%A7"
"ㄅㄚ","芭","","5","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A&word=%E8%8A%AD"
"ㄅㄚ","峇","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A&word=%E5%B3%87"
"ㄅㄚ","疤","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A&word=%E7%96%A4"
"ㄅㄚ","捌","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A&word=%E6%8D%8C"
"ㄅㄚ","笆","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A&word=%E7%AC%86"
"ㄅㄚ","粑","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A&word=%E7%B2%91"
"ㄅㄚˇ","把","","14","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%87&word=%E6%8A%8A"
"ㄅㄚˇ","靶","","4","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%87&word=%E9%9D%B6"
"ㄅㄚˊ","拔","","13","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8A&word=%E6%8B%94"
"ㄅㄚˊ","跋","","4","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8A&word=%E8%B7%8B"
"ㄅㄚˊ","鈸","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8A&word=%E9%88%B8"
"ㄅㄚˋ","伯","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8B&word=%E4%BC%AF"
"ㄅㄚˋ","把","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8B&word=%E6%8A%8A"
"ㄅㄚˋ","爸","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8B&word=%E7%88%B8"
"ㄅㄚˋ","罷","","11","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8B&word=%E7%BD%B7"
"ㄅㄚˋ","霸","","7","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8B&word=%E9%9C%B8"
"ㄅㄚˋ","壩","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8B&word=%E5%A3%A9"
"ㄅㄛ","波","","17","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E6%B3%A2"
"ㄅㄛ","玻","","6","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E7%8E%BB"
"ㄅㄛ","剝","","6","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E5%89%9D"
"ㄅㄛ","砵","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E7%A0%B5"
"ㄅㄛ","般","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E8%88%AC"
"ㄅㄛ","缽","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E7%BC%BD"
"ㄅㄛ","菠","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E8%8F%A0"
"ㄅㄛ","撥","","14","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E6%92%A5"
"ㄅㄛ","餑","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E9%A4%91"
"ㄅㄛˇ","跛","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%87&word=%E8%B7%9B"
"ㄅㄛˇ","簸","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%87&word=%E7%B0%B8"
"ㄅㄛˊ","百","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E7%99%BE"
"ㄅㄛˊ","伯","","8","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E4%BC%AF"
"ㄅㄛˊ","帛","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E5%B8%9B"
"ㄅㄛˊ","泊","","3","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E6%B3%8A"
"ㄅㄛˊ","勃","","8","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E5%8B%83"
"ㄅㄛˊ","柏","","4","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E6%9F%8F"
"ㄅㄛˊ","悖","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E6%82%96"
"ㄅㄛˊ","脖","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E8%84%96"
"ㄅㄛˊ","舶","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E8%88%B6"
"ㄅㄛˊ","博","","17","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E5%8D%9A"
"ㄅㄛˊ","渤","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E6%B8%A4"
"ㄅㄛˊ","搏","","4","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E6%90%8F"
"ㄅㄛˊ","鉑","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E9%89%91"
"ㄅㄛˊ","箔","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E7%AE%94"
"ㄅㄛˊ","膊","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E8%86%8A"
"ㄅㄛˊ","駁","","6","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E9%A7%81"
"ㄅㄛˊ","蔔","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E8%94%94"
"ㄅㄛˊ","薄","","10","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E8%96%84"
"ㄅㄛˊ","礴","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A&word=%E7%A4%B4"
"ㄅㄛˋ","播","","12","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8B&word=%E6%92%AD"
"ㄅㄛˋ","擘","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8B&word=%E6%93%98"
"ㄅㄛˋ","薄","","4","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8B&word=%E8%96%84"
"ㄅㄛˋ","簸","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8B&word=%E7%B0%B8"
"ㄅㄞ","掰","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E&word=%E6%8E%B0"
"ㄅㄞˇ","百","","20","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%87&word=%E7%99%BE"
"ㄅㄞˇ","佰","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%87&word=%E4%BD%B0"
"ㄅㄞˇ","擺","","20","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%87&word=%E6%93%BA"
"ㄅㄞˇ","襬","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%87&word=%E8%A5%AC"
"ㄅㄞˊ","白","","20","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%8A&word=%E7%99%BD"
"ㄅㄞˋ","拜","","20","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%8B&word=%E6%8B%9C"
"ㄅㄞˋ","唄","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%8B&word=%E5%94%84"
"ㄅㄞˋ","敗","","18","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%8B&word=%E6%95%97"
"ㄅㄞˋ","稗","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%8B&word=%E7%A8%97"
"ㄅㄟ","卑","","10","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F&word=%E5%8D%91"
"ㄅㄟ","杯","杯子","10","已有可用詞","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F&word=%E6%9D%AF"
"ㄅㄟ","盃","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F&word=%E7%9B%83"
"ㄅㄟ","背","","19","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F&word=%E8%83%8C"
"ㄅㄟ","埤","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F&word=%E5%9F%A4"
"ㄅㄟ","悲","","20","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F&word=%E6%82%B2"
"ㄅㄟ","揹","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F&word=%E6%8F%B9"
"ㄅㄟ","碑","","6","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F&word=%E7%A2%91"
"ㄅㄟˇ","北","","18","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%87&word=%E5%8C%97"
"ㄅㄟˋ","貝","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B&word=%E8%B2%9D"
"ㄅㄟˋ","背","","18","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B&word=%E8%83%8C"
"ㄅㄟˋ","倍","","6","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B&word=%E5%80%8D"
"ㄅㄟˋ","悖","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B&word=%E6%82%96"
"ㄅㄟˋ","狽","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B&word=%E7%8B%BD"
"ㄅㄟˋ","被","","15","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B&word=%E8%A2%AB"
"ㄅㄟˋ","備","","16","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B&word=%E5%82%99"
"ㄅㄟˋ","焙","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B&word=%E7%84%99"
"ㄅㄟˋ","蓓","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B&word=%E8%93%93"
"ㄅㄟˋ","輩","","3","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B&word=%E8%BC%A9"
"ㄅㄟˋ","憊","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B&word=%E6%86%8A"
"ㄅㄠ","包","","20","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0&word=%E5%8C%85"
"ㄅㄠ","孢","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0&word=%E5%AD%A2"
"ㄅㄠ","炮","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0&word=%E7%82%AE"
"ㄅㄠ","胞","","5","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0&word=%E8%83%9E"
"ㄅㄠ","苞","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0&word=%E8%8B%9E"
"ㄅㄠ","煲","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0&word=%E7%85%B2"
"ㄅㄠ","褒","","4","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0&word=%E8%A4%92"
"ㄅㄠˇ","保","","20","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87&word=%E4%BF%9D"
"ㄅㄠˇ","堡","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87&word=%E5%A0%A1"
"ㄅㄠˇ","葆","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87&word=%E8%91%86"
"ㄅㄠˇ","飽","","18","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87&word=%E9%A3%BD"
"ㄅㄠˇ","褓","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87&word=%E8%A4%93"
"ㄅㄠˇ","鴇","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87&word=%E9%B4%87"
"ㄅㄠˇ","寶","","20","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87&word=%E5%AF%B6"
"ㄅㄠˊ","雹","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8A&word=%E9%9B%B9"
"ㄅㄠˋ","刨","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B&word=%E5%88%A8"
"ㄅㄠˋ","抱","","13","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B&word=%E6%8A%B1"
"ㄅㄠˋ","豹","","2","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B&word=%E8%B1%B9"
"ㄅㄠˋ","趵","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B&word=%E8%B6%B5"
"ㄅㄠˋ","報","","20","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B&word=%E5%A0%B1"
"ㄅㄠˋ","鉋","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B&word=%E9%89%8B"
"ㄅㄠˋ","暴","","20","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B&word=%E6%9A%B4"
"ㄅㄠˋ","鮑","","3","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B&word=%E9%AE%91"
"ㄅㄠˋ","爆","","14","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B&word=%E7%88%86"
"ㄅㄢ","扳","","6","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2&word=%E6%89%B3"
"ㄅㄢ","班","","15","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2&word=%E7%8F%AD"
"ㄅㄢ","般","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2&word=%E8%88%AC"
"ㄅㄢ","斑","","11","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2&word=%E6%96%91"
"ㄅㄢ","搬","","12","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2&word=%E6%90%AC"
"ㄅㄢ","頒","","6","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2&word=%E9%A0%92"
"ㄅㄢˇ","阪","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%87&word=%E9%98%AA"
"ㄅㄢˇ","板","","8","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%87&word=%E6%9D%BF"
"ㄅㄢˇ","版","","8","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%87&word=%E7%89%88"
"ㄅㄢˇ","舨","","1","待補充","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%87&word=%E8%88%A8"
